date,division,store_id,product_category,sku_id,sku_name,basket_driver,cold_chain,dc_on_hand,in_store_stock_start,sales_units,in_store_stock_end,oos_flag,store_po_id,store_po_qty
2025-06-21,Batavia,3,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,167,6,161,0,,
2025-06-21,Batavia,6,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1665,187,29,158,0,,
2025-06-21,Batavia,6,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1434,81,23,75,0,STPO-05812754,17.0
2025-06-21,Batavia,6,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1919,146,19,127,0,,
2025-06-21,Batavia,6,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,70,15,55,0,,
2025-06-21,Batavia,6,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1569,191,24,167,0,,
2025-06-21,Batavia,6,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2657,125,25,100,0,,
2025-06-21,Batavia,6,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,142,3,139,0,,
2025-06-21,Batavia,6,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,197,3,194,0,,
2025-06-21,Batavia,7,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1588,99,41,135,0,STPO-3DA78F85,77.0
2025-06-21,Batavia,7,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1397,67,29,75,0,STPO-BDFABFB9,37.0
2025-06-21,Batavia,7,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,61,21,45,0,STPO-9C19303B,5.0
2025-06-21,Batavia,7,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,108,12,96,0,,
2025-06-21,Batavia,7,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1569,124,24,100,0,,
2025-06-21,Batavia,7,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,70,26,66,0,STPO-755DDB3D,22.0
2025-06-21,Batavia,7,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,109,3,106,0,,
2025-06-21,Batavia,7,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,75,2,73,0,,
2025-06-21,Batavia,8,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1555,147,45,135,0,STPO-45B34CF3,33.0
2025-06-21,Batavia,8,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1397,121,21,100,0,,
2025-06-21,Batavia,8,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,166,18,148,0,,
2025-06-21,Batavia,8,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,143,10,133,0,,
2025-06-21,Batavia,8,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1569,91,24,67,0,,
2025-06-21,Batavia,8,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,144,28,116,0,,
2025-06-21,Batavia,8,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,140,6,134,0,,
2025-06-21,Batavia,8,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,103,4,99,0,,
2025-06-21,Batavia,9,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1493,118,45,135,0,STPO-1C8E080E,62.0
2025-06-21,Batavia,9,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,68,20,75,0,STPO-A7174C82,27.0
2025-06-21,Batavia,9,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,93,13,80,0,,
2025-06-21,Batavia,9,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,186,21,165,0,,
2025-06-21,Batavia,9,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1569,112,16,96,0,,
2025-06-21,Batavia,9,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,91,19,72,0,,
2025-06-21,Batavia,9,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,168,3,165,0,,
2025-06-21,Batavia,9,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,147,3,144,0,,
2025-06-21,Batavia,14,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1438,119,39,135,0,STPO-16B7D4A3,55.0
2025-06-21,Batavia,14,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,192,29,163,0,,
2025-06-21,Batavia,14,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,106,18,88,0,,
2025-06-21,Batavia,14,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,133,20,113,0,,
2025-06-21,Batavia,14,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,64,20,60,0,STPO-76903746,16.0
2025-06-21,Batavia,14,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,108,27,81,0,,
2025-06-21,Batavia,14,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,58,4,54,0,,
2025-06-21,Batavia,14,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,130,3,127,0,,
2025-06-21,Batavia,15,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1406,152,49,135,0,STPO-6EA7F63C,32.0
2025-06-21,Batavia,15,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,118,35,83,0,,
2025-06-21,Batavia,15,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,66,13,53,0,,
2025-06-21,Batavia,15,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,104,25,79,0,,
2025-06-21,Batavia,15,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,195,17,178,0,,
2025-06-21,Batavia,15,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,130,27,103,0,,
2025-06-21,Batavia,15,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,104,6,98,0,,
2025-06-21,Batavia,15,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,177,6,171,0,,
2025-06-21,Batavia,16,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1375,151,47,135,0,STPO-F739AA45,31.0
2025-06-21,Batavia,16,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,167,17,150,0,,
2025-06-21,Batavia,16,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,86,15,71,0,,
2025-06-21,Batavia,16,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,117,20,97,0,,
2025-06-21,Batavia,16,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,85,23,62,0,,
2025-06-21,Batavia,16,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,113,19,94,0,,
2025-06-21,Batavia,16,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,193,6,187,0,,
2025-06-21,Batavia,16,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,187,7,180,0,,
2025-06-21,Batavia,18,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1312,117,45,135,0,STPO-3D0F1766,63.0
2025-06-21,Batavia,18,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,199,28,171,0,,
2025-06-21,Batavia,18,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,159,13,146,0,,
2025-06-21,Batavia,18,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2206,199,26,173,0,,
2025-06-21,Batavia,18,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,152,25,127,0,,
2025-06-21,Batavia,18,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,142,20,122,0,,
2025-06-21,Batavia,18,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,106,6,100,0,,
2025-06-21,Batavia,18,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,85,7,78,0,,
2025-06-21,Batavia,21,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1312,180,42,138,0,,
2025-06-21,Batavia,21,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,176,25,151,0,,
2025-06-21,Batavia,21,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,73,19,54,0,,
2025-06-21,Batavia,21,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2190,62,24,54,0,STPO-F6C03F34,16.0
2025-06-21,Batavia,21,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,78,18,60,0,,
2025-06-21,Batavia,21,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,89,23,66,0,,
2025-06-21,Batavia,21,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,90,4,86,0,,
2025-06-21,Batavia,21,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,158,2,156,0,,
2025-06-21,Batavia,23,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1207,66,36,135,0,STPO-1D257E4B,105.0
2025-06-21,Batavia,23,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,148,29,119,0,,
2025-06-21,Batavia,23,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,147,16,131,0,,
2025-06-21,Batavia,23,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2190,169,9,160,0,,
2025-06-21,Batavia,23,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,185,20,165,0,,
2025-06-21,Batavia,23,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,114,22,92,0,,
2025-06-21,Batavia,23,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,191,4,187,0,,
2025-06-21,Batavia,23,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,52,5,47,0,,
2025-06-21,Batavia,28,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1111,79,40,135,0,STPO-2CB268D4,96.0
2025-06-21,Batavia,28,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1370,187,28,159,0,,
2025-06-21,Batavia,28,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,118,18,100,0,,
2025-06-21,Batavia,28,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2190,137,19,118,0,,
2025-06-21,Batavia,28,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,78,16,62,0,,
2025-06-21,Batavia,28,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,125,26,99,0,,
2025-06-21,Batavia,28,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,161,2,159,0,,
2025-06-21,Batavia,28,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,90,4,86,0,,
2025-06-21,Batavia,29,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1098,166,44,135,0,STPO-2F3BF00E,13.0
2025-06-21,Batavia,29,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,50,24,75,0,STPO-5F630C2C,49.0
2025-06-21,Batavia,29,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,117,16,101,0,,
2025-06-21,Batavia,29,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2190,178,8,170,0,,
2025-06-21,Batavia,29,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,95,22,73,0,,
2025-06-21,Batavia,29,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,179,28,151,0,,
2025-06-21,Batavia,29,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,77,3,74,0,,
2025-06-21,Batavia,29,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,126,8,118,0,,
2025-06-21,Batavia,31,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1098,179,38,141,0,,
2025-06-21,Batavia,31,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,100,17,83,0,,
2025-06-21,Batavia,31,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1914,89,9,80,0,,
2025-06-21,Batavia,31,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2190,145,10,135,0,,
2025-06-21,Batavia,31,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,91,25,66,0,,
2025-06-21,Batavia,31,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,188,27,161,0,,
2025-06-21,Batavia,31,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,185,7,178,0,,
2025-06-21,Batavia,31,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,50,9,41,0,,
2025-06-21,Batavia,33,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,1045,132,50,135,0,STPO-FD340908,53.0
2025-06-21,Batavia,33,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,175,25,150,0,,
2025-06-21,Batavia,33,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,54,13,45,0,STPO-87B25DA0,4.0
2025-06-21,Batavia,33,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2190,78,17,61,0,,
2025-06-21,Batavia,33,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,142,27,115,0,,
2025-06-21,Batavia,33,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2635,128,32,96,0,,
2025-06-21,Batavia,33,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,111,8,103,0,,
2025-06-21,Batavia,33,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,64,2,62,0,,
2025-06-21,Batavia,35,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,977,111,44,135,0,STPO-D257FDE5,68.0
2025-06-21,Batavia,35,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,195,23,172,0,,
2025-06-21,Batavia,35,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,70,10,60,0,,
2025-06-21,Batavia,35,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2188,71,19,54,0,STPO-1A9B1960,2.0
2025-06-21,Batavia,35,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,174,12,162,0,,
2025-06-21,Batavia,35,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2611,67,25,66,0,STPO-042FF7B8,24.0
2025-06-21,Batavia,35,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,186,9,177,0,,
2025-06-21,Batavia,35,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,82,5,77,0,,
2025-06-21,Batavia,37,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,893,82,31,135,0,STPO-4B2BAC31,84.0
2025-06-21,Batavia,37,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,171,18,153,0,,
2025-06-21,Batavia,37,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,190,18,172,0,,
2025-06-21,Batavia,37,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2188,92,29,63,0,,
2025-06-21,Batavia,37,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,117,17,100,0,,
2025-06-21,Batavia,37,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2611,185,13,172,0,,
2025-06-21,Batavia,37,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,158,8,150,0,,
2025-06-21,Batavia,37,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,104,6,98,0,,
2025-06-21,Batavia,38,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,893,188,44,144,0,,
2025-06-21,Batavia,38,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,101,26,75,0,,
2025-06-21,Batavia,38,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,129,17,112,0,,
2025-06-21,Batavia,38,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2188,152,15,137,0,,
2025-06-21,Batavia,38,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,145,22,123,0,,
2025-06-21,Batavia,38,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2611,162,32,130,0,,
2025-06-21,Batavia,38,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,182,5,177,0,,
2025-06-21,Batavia,38,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,165,5,160,0,,
2025-06-21,Batavia,41,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,785,80,53,135,0,STPO-8835E86E,108.0
2025-06-21,Batavia,41,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,113,24,89,0,,
2025-06-21,Batavia,41,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,107,20,87,0,,
2025-06-21,Batavia,41,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2183,66,17,54,0,STPO-FAB41EB3,5.0
2025-06-21,Batavia,41,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1553,136,30,106,0,,
2025-06-21,Batavia,41,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2582,55,18,66,0,STPO-0FE2B91F,29.0
2025-06-21,Batavia,41,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,200,8,192,0,,
2025-06-21,Batavia,41,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,191,4,187,0,,
2025-06-21,Batavia,43,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,708,108,50,135,0,STPO-86686B93,77.0
2025-06-21,Batavia,43,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,200,28,172,0,,
2025-06-21,Batavia,43,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,106,10,96,0,,
2025-06-21,Batavia,43,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2164,51,16,54,0,STPO-BF99D37C,19.0
2025-06-21,Batavia,43,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1543,68,18,60,0,STPO-FB09F738,10.0
2025-06-21,Batavia,43,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2552,65,29,66,0,STPO-9FB80CAC,30.0
2025-06-21,Batavia,43,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,108,9,99,0,,
2025-06-21,Batavia,43,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,67,5,62,0,,
2025-06-21,Batavia,45,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,598,58,33,135,0,STPO-1EDE9C9C,110.0
2025-06-21,Batavia,45,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1321,134,18,116,0,,
2025-06-21,Batavia,45,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,68,10,58,0,,
2025-06-21,Batavia,45,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2164,181,13,168,0,,
2025-06-21,Batavia,45,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1543,110,27,83,0,,
2025-06-21,Batavia,45,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2552,121,24,97,0,,
2025-06-21,Batavia,45,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,174,2,172,0,,
2025-06-21,Batavia,45,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,104,2,102,0,,
2025-06-21,Batavia,47,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,598,188,36,152,0,,
2025-06-21,Batavia,47,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1309,83,20,75,0,STPO-851209C7,12.0
2025-06-21,Batavia,47,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,196,15,181,0,,
2025-06-21,Batavia,47,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2164,197,20,177,0,,
2025-06-21,Batavia,47,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1543,171,11,160,0,,
2025-06-21,Batavia,47,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2552,112,17,95,0,,
2025-06-21,Batavia,47,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,171,6,165,0,,
2025-06-21,Batavia,47,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,154,5,149,0,,
2025-06-21,Batavia,48,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,517,98,44,135,0,STPO-FDADC476,81.0
2025-06-21,Batavia,48,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1287,74,21,75,0,STPO-F8CA3FC9,22.0
2025-06-21,Batavia,48,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,74,13,61,0,,
2025-06-21,Batavia,48,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2164,160,16,144,0,,
2025-06-21,Batavia,48,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1543,140,18,122,0,,
2025-06-21,Batavia,48,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2552,158,29,129,0,,
2025-06-21,Batavia,48,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,155,7,148,0,,
2025-06-21,Batavia,48,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,169,2,167,0,,
2025-06-21,Batavia,50,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,397,63,48,135,0,STPO-DEC52DA6,120.0
2025-06-21,Batavia,50,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1260,75,27,75,0,STPO-A339D5E1,27.0
2025-06-21,Batavia,50,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,65,9,56,0,,
2025-06-21,Batavia,50,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2164,153,14,139,0,,
2025-06-21,Batavia,50,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1543,136,15,121,0,,
2025-06-21,Batavia,50,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2549,77,14,66,0,STPO-76F37B4C,3.0
2025-06-21,Batavia,50,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,113,8,105,0,,
2025-06-21,Batavia,50,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,99,6,93,0,,
2025-06-22,Batavia,2,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,356,135,41,135,0,STPO-FBDE928E,41.0
2025-06-22,Batavia,2,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1260,129,25,104,0,,
2025-06-22,Batavia,2,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1910,127,9,118,0,,
2025-06-22,Batavia,2,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2164,102,15,87,0,,
2025-06-22,Batavia,2,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1532,64,15,60,0,STPO-95D49437,11.0
2025-06-22,Batavia,2,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2549,88,22,66,0,,
2025-06-22,Batavia,2,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,131,4,127,0,,
2025-06-22,Batavia,2,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,72,6,66,0,,
2025-06-22,Batavia,3,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,314,135,42,135,0,STPO-2F87EB1B,42.0
2025-06-22,Batavia,3,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1260,128,18,110,0,,
2025-06-22,Batavia,3,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1897,55,23,45,0,STPO-5C1A61C6,13.0
2025-06-22,Batavia,3,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2164,130,10,120,0,,
2025-06-22,Batavia,3,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1532,119,21,98,0,,
2025-06-22,Batavia,3,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2549,95,16,79,0,,
2025-06-22,Batavia,3,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,54,5,49,0,,
2025-06-22,Batavia,3,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,161,5,156,0,,
2025-06-22,Batavia,6,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,293,158,44,135,0,STPO-EC0410B7,21.0
2025-06-22,Batavia,6,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1231,75,29,75,0,STPO-F63E2605,29.0
2025-06-22,Batavia,6,Produce,SKU-APP-002,Apples Honeycrisp 2lb,False,False,1897,127,12,115,0,,
2025-06-22,Batavia,6,Produce,SKU-ORG-001,Oranges Navel 4lb,False,False,2149,55,16,54,0,STPO-5033FEE9,15.0
2025-06-22,Batavia,6,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,False,True,1532,167,27,140,0,,
2025-06-22,Batavia,6,Produce,SKU-BER-001,Berries Strawberries 1lb,False,True,2549,100,24,76,0,,
2025-06-22,Batavia,6,Seasonal,SKU-WML-001,Watermelon Seedless Whole,False,False,2780,139,7,132,0,,
2025-06-22,Batavia,6,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,False,False,1013,194,2,192,0,,
2025-06-22,Batavia,7,Produce,SKU-BAN-001,Bananas Cavendish 1lb,True,False,247,135,46,135,0,STPO-F1DB0FEE,46.0
2025-06-22,Batavia,7,Produce,SKU-APP-001,Apples Gala 3lb,True,False,1199,75,32,75,0,STPO-E28ACDA8,32.0
