```csv
  timestamp,division,store_id,sku_id,attempt_type,reason_code,user_session
  2025-09-17 09:10:00,Div 1,31,SKU-LEF-001,add_to_cart_fail,OOS,USR90123
  2025-09-16 16:45:00,Div 1,31,SKU-LEF-001,search_fail,OOS,USR12345
  2025-09-15 11:30:00,Div 1,31,SKU-LEF-001,search_fail,LowStock,USR67890
  2025-09-14 17:00:00,Div 1,31,SKU-LEF-001,add_to_cart_fail,OOS,USR23456
  2025-09-13 08:15:00,Div 1,2,SKU-APP-001,search_fail,OOS,USR78901
  2025-09-12 12:30:00,Div 1,2,SKU-APP-001,add_to_cart_fail,OOS,USR34567
  2025-09-11 14:45:00,Div 1,2,SKU-APP-001,search_fail,OOS,USR89012
  2025-09-10 09:20:00,Div 1,2,SKU-APP-001,order_fail,LowStock,USR45678
  2025-09-09 16:00:00,Div 1,2,SKU-APP-001,search_fail,OOS,USR56789
  2025-09-18 15:10:00,Div 1,7,SKU-WML-001,search_fail,OOS,USR90123
  2025-09-17 10:30:00,Div 1,7,SKU-WML-001,add_to_cart_fail,OOS,USR12345
  2025-09-16 13:15:00,Div 1,7,SKU-WML-001,search_fail,OOS,USR67890
  2025-09-15 08:45:00,Div 1,7,SKU-WML-001,search_fail,LowStock,USR23456
  2025-09-14 14:00:00,Div 1,7,SKU-WML-001,add_to_cart_fail,OOS,USR78901
  2025-09-18 12:20:00,Div 1,14,SKU-PUM-001,search_fail,OOS,USR34567
  2025-09-17 17:30:00,Div 1,14,SKU-PUM-001,add_to_cart_fail,OOS,USR89012
  2025-09-16 09:45:00,Div 1,14,SKU-PUM-001,search_fail,OOS,USR45678
  2025-09-15 14:10:00,Div 1,14,SKU-PUM-001,order_fail,OOS,USR56789
  2025-09-14 11:15:00,Div 1,14,SKU-PUM-001,search_fail,LowStock,USR90123
  2025-09-13 16:30:00,Div 1,23,SKU-ORG-001,search_fail,OOS,USR12345
  2025-09-12 10:00:00,Div 1,23,SKU-ORG-001,add_to_cart_fail,OOS,USR67890
  2025-09-11 15:45:00,Div 1,23,SKU-ORG-001,search_fail,OOS,USR23456
  2025-09-10 12:20:00,Div 1,23,SKU-ORG-001,add_to_cart_fail,LowStock,USR78901
  2025-09-09 09:30:00,Div 1,23,SKU-ORG-001,search_fail,OOS,USR34567
  2025-09-18 08:10:00,Div 1,41,SKU-BAN-001,search_fail,OOS,USR89012
  2025-09-17 13:00:00,Div 1,41,SKU-BAN-001,add_to_cart_fail,OOS,USR45678
  2025-09-16 16:20:00,Div 1,41,SKU-BAN-001,search_fail,OOS,USR56789
  2025-09-15 10:45:00,Div 1,41,SKU-BAN-001,order_fail,OOS,USR90123
  2025-09-14 12:30:00,Div 1,41,SKU-BAN-001,search_fail,LowStock,USR12345
  2025-09-18 14:00:00,Div 1,10,SKU-APP-002,search_fail,OOS,USR67890
  2025-09-17 09:15:00,Div 1,10,SKU-APP-002,add_to_cart_fail,OOS,USR23456
  2025-09-16 11:30:00,Div 1,10,SKU-APP-002,search_fail,OOS,USR78901
  2025-09-15 16:00:00,Div 1,10,SKU-APP-002,add_to_cart_fail,OOS,USR34567
  2025-09-14 08:45:00,Div 1,10,SKU-APP-002,search_fail,LowStock,USR89012
  2025-09-13 12:15:00,Div 1,45,SKU-BER-001,search_fail,OOS,USR45678
  2025-09-12 17:20:00,Div 1,45,SKU-BER-001,add_to_cart_fail,OOS,USR56789
  2025-09-11 10:30:00,Div 1,45,SKU-BER-001,search_fail,OOS,USR90123
  2025-09-10 14:45:00,Div 1,45,SKU-BER-001,order_fail,OOS,USR12345
  2025-09-09 16:00:00,Div 1,45,SKU-BER-001,search_fail,LowStock,USR67890
  2025-09-18 15:30:00,Div 1,8,SKU-LEF-001,search_fail,OOS,USR23456
  2025-09-17 11:00:00,Div 1,8,SKU-LEF-001,add_to_cart_fail,OOS,USR78901
  2025-09-16 13:45:00,Div 1,8,SKU-LEF-001,search_fail,OOS,USR34567
  2025-09-15 09:20:00,Div 1,8,SKU-LEF-001,add_to_cart_fail,LowStock,USR89012
  2025-09-14 16:30:00,Div 1,8,SKU-LEF-001,search_fail,OOS,USR45678
  2025-09-18 10:45:00,Div 1,29,SKU-ORG-001,search_fail,OOS,USR56789
  2025-09-17 14:15:00,Div 1,29,SKU-ORG-001,add_to_cart_fail,OOS,USR90123
  2025-09-16 09:30:00,Div 1,29,SKU-ORG-001,search_fail,OOS,USR12345
  2025-09-15 12:00:00,Div 1,29,SKU-ORG-001,order_fail,OOS,USR67890
  2025-09-14 17:45:00,Div 1,29,SKU-ORG-001,search_fail,LowStock,USR23456
  2025-09-18 11:15:00,Div 1,33,SKU-BAN-001,search_fail,OOS,USR78901
  2025-09-17 16:00:00,Div 1,33,SKU-BAN-001,add_to_cart_fail,OOS,USR34567
  2025-09-16 10:20:00,Div 1,33,SKU-BAN-001,search_fail,OOS,USR89012
  2025-09-15 13:30:00,Div 1,33,SKU-BAN-001,add_to_cart_fail,OOS,USR45678
  2025-09-14 09:00:00,Div 1,33,SKU-BAN-001,search_fail,LowStock,USR56789
  2025-09-18 12:45:00,Div 1,47,SKU-APP-002,search_fail,OOS,USR90123
  2025-09-17 08:30:00,Div 1,47,SKU-APP-002,add_to_cart_fail,OOS,USR12345
  2025-09-16 14:15:00,Div 1,47,SKU-APP-002,search_fail,OOS,USR67890
  2025-09-15 10:00:00,Div 1,47,SKU-APP-002,order_fail,OOS,USR23456
  2025-09-14 16:45:00,Div 1,47,SKU-APP-002,search_fail,LowStock,USR78901
  2025-09-13 11:20:00,Div 1,50,SKU-BER-001,search_fail,OOS,USR34567
  2025-09-12 15:30:00,Div 1,50,SKU-BER-001,add_to_cart_fail,OOS,USR89012
  2025-09-11 09:45:00,Div 1,50,SKU-BER-001,search_fail,OOS,USR45678
  2025-09-10 14:00:00,Div 1,50,SKU-BER-001,add_to_cart_fail,OOS,USR56789
  2025-09-09 17:15:00,Div 1,50,SKU-BER-001,search_fail,LowStock,USR90123
  2025-09-18 13:00:00,Div 1,21,SKU-ORG-001,search_fail,OOS,USR12345
  2025-09-17 10:45:00,Div 1,21,SKU-ORG-001,add_to_cart_fail,OOS,USR67890
  2025-09-16 15:20:00,Div 1,21,SKU-ORG-001,search_fail,OOS,USR23456
  2025-09-15 11:15:00,Div 1,21,SKU-ORG-001,add_to_cart_fail,LowStock,USR78901
  2025-09-14 08:30:00,Div 1,21,SKU-ORG-001,search_fail,OOS,USR34567
  2025-09-18 09:00:00,Div 1,28,SKU-BAN-001,search_fail,OOS,USR89012
  2025-09-17 14:30:00,Div 1,28,SKU-BAN-001,add_to_cart_fail,OOS,USR45678
  2025-09-16 10:00:00,Div 1,28,SKU-BAN-001,search_fail,OOS,USR56789
  2025-09-15 15:45:00,Div 1,28,SKU-BAN-001,order_fail,OOS,USR90123
  2025-09-14 12:15:00,Div 1,28,SKU-BAN-001,search_fail,LowStock,USR12345
  2025-09-18 16:20:00,Div 1,35,SKU-LEF-001,search_fail,OOS,USR67890
  2025-09-17 11:45:00,Div 1,35,SKU-LEF-001,add_to_cart_fail,OOS,USR23456
  2025-09-16 13:00:00,Div 1,35,SKU-LEF-001,search_fail,OOS,USR78901
  2025-09-15 09:30:00,Div 1,35,SKU-LEF-001,add_to_cart_fail,LowStock,USR34567
  2025-09-14 14:45:00,Div 1,35,SKU-LEF-001,search_fail,OOS,USR89012
  ```
